title,url,thumb,releaseDate,description,company,tag,platform
마리오와 소닉 AT 2020 도쿄 올림픽™,https://store.nintendo.co.kr/70010000013896,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/_/a/_at_2020_.jpg,2019-11-01,"마리오와 소닉 AT 2020 도쿄 올림픽™ 체험판

다운로드 번호 : D3GM 3304 1GLB VC9B

대 인기 「마리오」와 「소닉」이 2020 도쿄 올림픽을 무대로 꿈의 경연! 

■ 신 종목을 추가한 올림픽 경기를 즐겨보자!
본 타이틀은 ""2020 도쿄 올림픽"" 공식 라이선스 게임입니다. 「마리오」와 「소닉」이 올림픽을 무대로 동료들과 활약합니다. 육상과 수영, 구기 이외에도 이번 대회부터 신 종목으로 추가된 스케이트보드, 서핑, 스포츠 클라이밍, 가라테를 포함한 21종목의 경기를 수록. Joy-Con으로의 체감 조작에 대응하고 있어 마치 진짜 경기를 하는 듯한 감각으로 플레이를 즐길 수 있습니다.

■ 2020년과 1964년, 2개의 세계에서 전개되는 스토리
신기한 게임기에 빨려 들어가 버린 마리오와 소닉이 도착한 곳은 1964년의 도쿄를 무대로 한 게임 세계였다!
본 타이틀에서는 최신 CG로 그려진 2020년과 추억의 2D 도트 표현으로 그려진 1964년이라는 2개의 세계를 오가며 스토리가 진행됩니다. 도쿄의 거리를 모험하면서 다양한 경기와 미니 게임에 도전하여 금메달을 모으자!
그들은 과연 원래의 세계로 돌아올 수 있을까…?

■ 드림 경기와 미니 게임도 다수 수록!
올림픽 경기 이외에도 오리지널 「드림 경기」를 3종목 수록. 마리오와 소닉의 세계에 맞춘 게임 특유의 플레이 요소도 구현되어 있습니다. 또한 도쿄 타워와 가부키자, 시부야 스크램블 교차로 등, 도쿄를 대표하는 명소를 무대로 한 미니 게임을 다수 수록! 버라이어티 풍부한 플레이로 도쿄의 거리를 마음껏 즐길 수 있습니다.",닌텐도,"액션,파티,스포츠",nintendo
루이지 맨션 3,https://store.nintendo.co.kr/70010000024608,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/g/r/green-plum_eshop-01.jpg,2019-10-31,"겁 많고 소심한 루이지가 기묘한 호텔에서 유령 퇴치…

기묘한 호텔에 초대받은 루이지 일행. 하지만 그것은 「킹부끄」의 열렬한 팬인 호텔 오너의 함정이었던 것이다!
호텔에서 루이지가 잠깐 잠든 사이에 마리오와 피치공주, 키노피오들이 납치되어 그림 안에 갇혀 버린다.
동료들을 구하기 위해, 겁 많고 소심한 루이지는 「아라따박사」가 발명한 신형 「유령싹싹」과 함께, 기묘한 플로어가 즐비한 「유령 호텔」에서 새로운 모험을 시작한다.

● 플레이 모드에 따라 플레이 인원수가 다릅니다.
-TV 모드: 1~8명
-테이블 모드: 1~8명
-휴대 모드: 1명
● 로컬 및 인터넷 통신 플레이로 최대 4대까지 함께 플레이할 수 있습니다.

● 추후 「공포의 타워」 및 「플레이 랜드」의 추가 요소를 추가 콘텐츠(유료)로 배포할 예정입니다.",닌텐도,어드벤처,nintendo
슈퍼 마리오 메이커 2,https://store.nintendo.co.kr/70010000020843,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/f/i/file_10.jpg,2019-06-28,"만들자! 플레이하자! 모두 함께 마리오.

『슈퍼 마리오』의 코스를 자유롭게 만들어서 플레이할 수 있는 『슈퍼 마리오 메이커』 시리즈 완전 신작이 Nintendo Switch로 등장합니다.

새롭게 추가된 『슈퍼 마리오 3D 월드』의 게임 배경을 비롯해, 파츠와 코스 배경이 모두 볼륨 업. 편리한 기능도 많이 포함되어 있어 매력 넘치는 코스를 누구나 쉽고 쾌적하게 만들 수 있습니다.
Joy-Con을 나눔하면 2명이 같이 코스를 만들 수도 있습니다.

「플레이」에서는 직접 만든 코스를 언제든 플레이할 수 있을 뿐만 아니라 닌텐도가 만든 100종류 이상의 오리지널 신작 코스를 오프라인으로 곧바로 즐길 수 있는 「스토리 모드」가 새롭게 수록되어 있습니다.

또한 「세계의 코스」에서는 Nintendo Switch Online을 통해 직접 만든 코스를 전 세계의 유저들이 플레이할 수 있도록 등록하거나, 전 세계 플레이어가 만든 코스를 플레이하며 「전문가」로서의 실력을 갈고닦거나 즐겁게 경쟁할 수 있습니다.
하이라이트는 최대 4명까지 같은 코스에서 동시에 플레이할 수 있는 온라인 멀티 플레이입니다.
누가 가장 먼저 골인할 것인가! 분명 박진감 넘치는 배틀이 펼쳐질 것입니다!",닌텐도,액션,nintendo
요시 크래프트 월드,https://store.nintendo.co.kr/70010000018872,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/f/i/file_6_3.jpg,2019-03-29,"요시 크래프트 월드 체험판
다운로드 번호: D3GM 3303 RRBB SB6B



공작품 세계에서 요시가 대모험!
모험의 무대는 빈 상자나 종이컵 등을 사용한 공작품으로 만들어진 세계.
요시의 혀로 적을 낼름 먹거나, 특기인 알 던지기로 장치를 움직이는 등,
여기저기를 탐색하며 골을 노리는 횡스크롤 액션 게임입니다.

이번 작품에서는 한 번 코스를 클리어한 이후에도 즐길 거리가 많이 있습니다.
코스를 뒤집어서, 스타트 지점까지 역주행하는 「뒤 코스」가 수록되어 있어서,
앞에서는 보이지 않았던 뒤쪽까지 탐색할 수 있습니다.

Joy-Con™을 나눔하여, 2명의 요시로 협력해서 모험을 즐길 수 있습니다. 요시끼리 「업기」를 하면,
1명은 이동, 다른 1명은 알 던지기로 역할을 분담하여 즐길 수 있어서,
초보자와의 협력 플레이도 안심하고 즐길 수 있습니다.",닌텐도,액션,nintendo
뉴 슈퍼 마리오브라더스 U 디럭스,https://store.nintendo.co.kr/70010000017149,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/i/m/img_switch_adala_main_visual.jpg,2019-01-11,"총 164 코스로 디럭스하게 등장!

친숙한 이미지의 횡스크롤 마리오 액션 게임
『뉴 슈퍼 마리오브라더스』 시리즈의 최신작으로,
Nintendo Switch 버전으로 발매!

마리오와 루이지, 키노피오뿐만 아니라,
새롭게 「톳텐」과 「키노피코」가 조작할 수 있는 캐릭터로 추가되어,
액션 게임이 익숙하지 않은 분들도 안심하고 즐길 수 있습니다.

게다가 루이지가 주인공인 『뉴 슈퍼 루이지 U』도 수록되어 있으며,
게임 내 코스도 소프트웨어 2개 분량의 총 164 코스로 이루어져
디럭스한 볼륨으로 등장합니다.

Nintendo Switch여야 즐길 수 있는 나눔 플레이에도 대응하여,
언제, 어디서든, 최대 4명이서 가볍게 즐길 수 있습니다.",닌텐도,액션,nintendo
슈퍼 마리오 파티,https://store.nintendo.co.kr/70010000014607,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/s/u/super_mario_party.jpg,2018-10-05,"언제나, 어디서나, 슈퍼 마리오 파티!

Nintendo Switch의 특징을 살려 새롭게 진화한 「슈퍼 마리오 파티」!

Joy-Con을 나누어 TV 모드는 물론, 테이블 모드에서도,

언제나 어디서나 최대 4명까지 함께 플레이할 수 있습니다.

2대의 Nintendo Switch 본체를 맞대고 화면을 이어서

즐기는 새로운 플레이 방식을 시작으로,

주사위를 굴려 진행하는 기본적인 마리오 파티도

새로운 요소를 추가하여 슈퍼 진화!

또, 80 종류의 미니게임이 전부 수록되어 있어 다함께 간편하고도 즐겁게 플레이할 수 있습니다.",닌텐도,파티,nintendo
Captain Toad: Treasure Tracker,https://store.nintendo.co.kr/70010000011067,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/h/a/hacp_ajh9_wwillu01_03_r_ad-0.jpg,2018-07-13,"돌리고, 찾으며, 대모험.

장치로 가득한 네모 정원 코스를 빙글빙글 돌리거나,
터치로 지형을 움직이게 하거나 보물을 찾으면서 탐험합니다.

네모 정원 코스 안에는 『슈퍼 마리오 오디세이』에 나왔던
도시 왕국 「뉴동크시티」의 미니어처 코스도 포함되어 있어,
『슈퍼 마리오 오디세이』를 즐겼던 분들은 또 다른 재미를 느낄 수도 있습니다.
 
도시 왕국 「뉴동크시티」 코스는 게임을 진행해도 플레이할 수 있으며,
웨딩 스타일 amiibo를 이용하면 즉시 플레이할 수도 있습니다.

게다가 Joy-Con™을 나누어 둘이서 함께 플레이할 수 있습니다.
한 명은 키노피오대장을, 다른 한 명은 무를 던지거나
적의 움직임을 멈추거나 하며 키노피오대장을 도와,
혼자서 하는 것보다 더 쉽게 플레이할 수 있습니다.",닌텐도,어드벤처,nintendo
마리오 테니스 에이스,https://store.nintendo.co.kr/70010000010681,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/6/d/6d96293b9804b483a9aa1003564f96d6a90960d97353b09e9bceefcc2c4e6d01.jpg,2018-06-22,"가족, 친구와 함께 즐기는 본격 테니스 배틀!

최대 4명이 함께 플레이하며,
누구라도 랠리의 즐거움을 맛볼 수 있는 「마리오 테니스 에이스」

원하는 장소에 정확히 볼을 꽂을 수 있는 「조준 샷」이나,
멀리 떨어진 곳으로 오는 공을 받아치기 위한 「가속」, 궁극의 일격인 「스페셜 샷」 등
다양한 요소가 더해져 더욱 깊이 있는 전술을 펼칠 수 있습니다.

또한, Joy-Con을 테니스 라켓처럼 휘둘러 다양한 샷을 직감적으로 치는 「스윙 모드」
미션에 도전하거나 보스와의 배틀 등 색다른 테니스를 즐길 수 있는 1인용 「스토리 모드」도 수록.
TV로도, 휴대용으로도 테이블 모드로도 언제, 어디서든, 누구와도 테니스를 즐길 수 있습니다.",닌텐도,스포츠,nintendo
Donkey Kong Country: Tropical Freeze,https://store.nintendo.co.kr/70010000010680,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/f/i/file_3.jpg,2018-05-03,"동키콩 아일랜드가 꽁꽁 얼어 버렸다고!?

동키콩, 디디, 딕시, 크랭키는 물론
힘세고 쾌활한 서퍼 「펑키콩」으로도 플레이 가능!

펑키콩으로 플레이하면 펑키콩 특유의 액션으로
장치로 가득한 스릴 넘치는 스테이지도 기분 좋게 즐길 수 있다!

Nintendo Switch의 나눔 플레이에도 대응하므로
언제, 어디서든, 누구와도 펑키한 모험을 즐길 수 있습니다.",닌텐도,액션,nintendo
슈퍼 마리오 오디세이,https://store.nintendo.co.kr/70010000009372,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/f/i/file_1.jpg,2018-04-03,"마리오, 세계를 여행하다

Nintendo Switch 전용 소프트웨어로 신작 3D 마리오가 등장합니다.
세계의 다양한 스테이지를 종횡무진 달리는 마리오는
피치공주와 쿠파의 결혼식을 막기 위해 버섯 왕국을 떠납니다.
여행의 파트너인 ’캐피’와 함께 모자 액션이나 새로운 능력인 「캡처」를구사하며 미지의 왕국들을 누빕니다.",닌텐도,액션,nintendo
마리오 카트 8 디럭스,https://store.nintendo.co.kr/70010000009373,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/m/k/mk8_hero_1.jpg,2018-04-03,"모든 장소가 서킷! 레이스, 배틀, 모든 것이 디럭스.
시리즈 최다 42명의 캐릭터가 등장!
시리즈 최다 48종류의 코스를 수록!

기존의 풍선 배틀 외에도 새로운 규칙의 배틀도
추가되는 등 배틀 모드도 충실합니다.

「핸들 어시스트 기능」을 ON으로 하면 코스에서 이탈하지 않고 달릴 수 있어,

초보자도 안심하고 플레이할 수 있습니다.

거실의 TV로 가족과 즐기는 것은 물론, 밖에서도 플레이 OK.

언제 어디서나 본인이 원하는 스타일로 즐길 수 있습니다.

마리오 카트 8 디럭스 ＋ 부스터 코스 패스 세트도 판매 중이니 중복 구매가 되지 않도록 주의하시기 바랍니다.",닌텐도,"액션,레이싱",nintendo
마리오＋래비드 킹덤 배틀,https://store.nintendo.co.kr/70010000009377,https://store.nintendo.co.kr/media/catalog/product/cache/8e9715bba90fc562158bff7d4731afc3/m/r/mrk_hb.jpg,2018-04-03,"마리오와 래비드가 뭉쳤다!
전투와 탐험이 결합된 엉망진창 시뮬레이션 어드벤처

재미를 최고로 좋아하는 Ubisoft의 캐릭터 「래비드」가, 무슨 영문인지 마리오 월드로 들어오게 된다.
그로 인해 하늘엔 정체 모를 거대한 소용돌이가 나타나고, 버섯 왕국에는 이변이…
턴 방식의 전투에서 적과 싸우고, 다양한 수수께끼를 해결하는 시뮬레이션 어드벤처.
버섯 왕국을 되돌리기 위해 마리오 일행과 래비드의 ‘엉망진창’ 모험이 시작된다.",닌텐도,"어드벤처,시뮬레이션",nintendo
